experiment_id,run_id,case_id,symbol,decision_session,decision_time_utc,execution_session,action,decision_status,rebalance_status,provider,quick_model,deep_model,thinking_mode,temperature,research_depth,debate_rounds,risk_rounds,graph_config_sha256,portfolio_equity_before,portfolio_weight_before,report_path,source_audit_path,cache_key,cache_status,wall_clock_seconds,prompt_tokens,prompt_cache_hit_tokens,prompt_cache_miss_tokens,completion_tokens,reasoning_tokens,total_tokens
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-03-15,AAPL,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-18,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-03-15/reports,strategy/cases/AAPL/2024-03-15/source_audit.json,09f7e3e190cf5372f24789883d7cba69e82d91d39e1952d80694f256a73c72a2,hit,0.009655583999119699,291015,63616,227399,39220,,330235
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-03-22,AAPL,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-25,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-03-22/reports,strategy/cases/AAPL/2024-03-22/source_audit.json,15f3e63f92b4589fbcc93c46829c4fb21c13f7399a6ac1efcc4a456afdf4b145,hit,0.01007662498159334,291157,77056,214101,39337,,330494
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-03-28,AAPL,2024-03-28,2024-03-28T20:00:00+00:00,2024-04-01,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-03-28/reports,strategy/cases/AAPL/2024-03-28/source_audit.json,39824cf8e0e4b4aae1b9cbd7640e678f9e3cd13bbdf68ec1a383b6bdf315b942,hit,0.01152095798170194,288686,71936,216750,39862,,328548
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-04-05,AAPL,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-08,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-04-05/reports,strategy/cases/AAPL/2024-04-05/source_audit.json,84b7eab89541d002a94be26dfe52a361d04be2f286bcdf6c9436b4ff11b186b5,hit,0.008571917016524822,317149,73728,243421,44218,,361367
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-04-12,AAPL,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-15,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-04-12/reports,strategy/cases/AAPL/2024-04-12/source_audit.json,720adda54078b87a7582e12d1bc9e0e04b016e7547c37be6873a46da6a2f0734,hit,0.01005141600035131,298551,68992,229559,41566,,340117
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-04-19,AAPL,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-22,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-04-19/reports,strategy/cases/AAPL/2024-04-19/source_audit.json,7706bf31dc54035c351e9f134946f74c9c3007558ca8c64db3a7ae6557655571,hit,0.008954707998782396,289066,76544,212522,37897,,326963
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-04-26,AAPL,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-29,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-04-26/reports,strategy/cases/AAPL/2024-04-26/source_audit.json,d8a7cee8448020188a633b5e184f449bb26687213d3280035c3b2e74ee012895,hit,0.012698083999566734,267584,62592,204992,34810,,302394
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-05-03,AAPL,2024-05-03,2024-05-03T20:00:00+00:00,2024-05-06,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-05-03/reports,strategy/cases/AAPL/2024-05-03/source_audit.json,7126b36005826e867fb633c749a76ff6589f66362e70c7e48ddfc0b5ed1c925a,hit,0.01068095798837021,290642,71680,218962,40436,,331078
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-05-10,AAPL,2024-05-10,2024-05-10T20:00:00+00:00,2024-05-13,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-05-10/reports,strategy/cases/AAPL/2024-05-10/source_audit.json,15e5d695ba8ebd744b102836e8bfed52cad333ff69def5927c0d41e857e4b22c,hit,0.011309459048788995,301228,73728,227500,40188,,341416
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-05-17,AAPL,2024-05-17,2024-05-17T20:00:00+00:00,2024-05-20,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-05-17/reports,strategy/cases/AAPL/2024-05-17/source_audit.json,76021a2473694ffe24cac888825417754fd68118f44d422cbe7eb7c20492fb64,hit,0.010742959042545408,283250,62464,220786,38726,,321976
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-05-24,AAPL,2024-05-24,2024-05-24T20:00:00+00:00,2024-05-28,BUY,cached,ordered,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AAPL/2024-05-24/reports,strategy/cases/AAPL/2024-05-24/source_audit.json,eef23c3fbcfe2783da1b9c64036b02e1f61430db5e0b4217493c75a0cfc27ce6,hit,0.00979945802828297,273221,66048,207173,37900,,311121
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-05-31,AAPL,2024-05-31,2024-05-31T20:00:00+00:00,2024-06-03,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100286.09451577999,1.0,strategy/cases/AAPL/2024-05-31/reports,strategy/cases/AAPL/2024-05-31/source_audit.json,9cea170104cb597cc0c8e07bc5d46999d40c05d38fe51fd3768b5f2087315f72,hit,0.013598708028439432,284461,66560,217901,38217,,322678
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-06-07,AAPL,2024-06-07,2024-06-07T20:00:00+00:00,2024-06-10,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,102706.52321997537,1.0,strategy/cases/AAPL/2024-06-07/reports,strategy/cases/AAPL/2024-06-07/source_audit.json,e78f6f8ef41d57f920b21606f78ea94945c7673d8b4b03161911f269687d387f,hit,0.009096042020246387,299869,74496,225373,38580,,338449
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-06-14,AAPL,2024-06-14,2024-06-14T20:00:00+00:00,2024-06-17,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,110844.17568390955,1.0,strategy/cases/AAPL/2024-06-14/reports,strategy/cases/AAPL/2024-06-14/source_audit.json,0e07031bd8c7c7d124f6736dc230b5ee65ccfd43264ba629c681a099c4d4595a,hit,0.01155966700753197,282342,67712,214630,38180,,320522
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-06-21,AAPL,2024-06-21,2024-06-21T20:00:00+00:00,2024-06-24,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,108235.95476022216,1.0,strategy/cases/AAPL/2024-06-21/reports,strategy/cases/AAPL/2024-06-21/source_audit.json,f4edee4357421352ae10e09806d3189765eeb61fb246cea9588ebe19f311cadf,hit,0.009490084019489586,274376,62720,211656,37445,,311821
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AAPL:2024-06-28,AAPL,2024-06-28,2024-06-28T20:00:00+00:00,2024-07-01,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,109868.69563335094,1.0,strategy/cases/AAPL/2024-06-28/reports,strategy/cases/AAPL/2024-06-28/source_audit.json,2668947431b2754ac298f6c3fc624225d9eb0d580bed780b2a5353a7cfd82ed5,hit,0.011612250003963709,273834,66560,207274,37037,,310871
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-01-05,AMZN,2024-01-05,2024-01-05T21:00:00+00:00,2024-01-08,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AMZN/2024-01-05/reports,strategy/cases/AMZN/2024-01-05/source_audit.json,aa1e94539aa75c8329ca0cdaee2b3c571bd89ccc49a94a9ce67855cfa64af825,hit,0.012688707967754453,267876,59520,208356,36355,,304231
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-01-12,AMZN,2024-01-12,2024-01-12T21:00:00+00:00,2024-01-16,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AMZN/2024-01-12/reports,strategy/cases/AMZN/2024-01-12/source_audit.json,cc29eaf15c2ead7f2298dd027461427fb4af4775ae55802e5070c4679da17284,hit,0.009999917005188763,251183,58624,192559,34637,,285820
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-01-19,AMZN,2024-01-19,2024-01-19T21:00:00+00:00,2024-01-22,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AMZN/2024-01-19/reports,strategy/cases/AMZN/2024-01-19/source_audit.json,9b7178201db8e25341494f6ffdf375dc08adec919629132dad269acca1b314f1,hit,0.009647041966672987,240569,57984,182585,32078,,272647
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-01-26,AMZN,2024-01-26,2024-01-26T21:00:00+00:00,2024-01-29,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AMZN/2024-01-26/reports,strategy/cases/AMZN/2024-01-26/source_audit.json,59a63ee1f75dfaa8335d1261635fb1cf894a621dae3dfade115d1de88de75b12,hit,0.009566624998115003,284289,72704,211585,38824,,323113
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-02-02,AMZN,2024-02-02,2024-02-02T21:00:00+00:00,2024-02-05,SELL,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AMZN/2024-02-02/reports,strategy/cases/AMZN/2024-02-02/source_audit.json,1a3eaefa7c220d5eae42b8e87a1239b957ba78969c36215701e9f8f1be8ed431,hit,0.01128174999030307,256671,70400,186271,33632,,290303
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-02-09,AMZN,2024-02-09,2024-02-09T21:00:00+00:00,2024-02-12,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AMZN/2024-02-09/reports,strategy/cases/AMZN/2024-02-09/source_audit.json,1adceb9eccbb08456697a89fa27d13b6e29fd18fc02869f1ca5f5278f93ee40f,hit,0.011369750020094216,311858,72064,239794,41751,,353609
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-02-16,AMZN,2024-02-16,2024-02-16T21:00:00+00:00,2024-02-20,BUY,cached,ordered,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100000.0,0.0,strategy/cases/AMZN/2024-02-16/reports,strategy/cases/AMZN/2024-02-16/source_audit.json,37dc401f4fbbce6e94d8cdc284b4574142f4fe2570346c39930801aeed3cba1d,hit,0.009315709001384676,248220,57600,190620,33618,,281838
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-02-23,AMZN,2024-02-23,2024-02-23T21:00:00+00:00,2024-02-26,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,104162.03585452371,1.0,strategy/cases/AMZN/2024-02-23/reports,strategy/cases/AMZN/2024-02-23/source_audit.json,222555b501e3696a573ec720fbbcf2be7873f1b88136385786cdd5247eaee974,hit,0.010687583009712398,273842,59264,214578,37436,,311278
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-03-01,AMZN,2024-03-01,2024-03-01T21:00:00+00:00,2024-03-04,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,106084.67667593542,1.0,strategy/cases/AMZN/2024-03-01/reports,strategy/cases/AMZN/2024-03-01/source_audit.json,1c19583d1cbe260ba15bfe9cc92a4c0f9bd76ba155441c227a9f6fd7c9ef00b2,hit,0.010395582998171449,288783,61568,227215,41114,,329897
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-03-08,AMZN,2024-03-08,2024-03-08T21:00:00+00:00,2024-03-11,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,104376.32463803285,1.0,strategy/cases/AMZN/2024-03-08/reports,strategy/cases/AMZN/2024-03-08/source_audit.json,00a8101da7fa25f1e34a0b779317f088fc316adc1fe38dfaead8b6233a42099f,hit,0.010155834024772048,266010,59776,206234,35551,,301561
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-03-15,AMZN,2024-03-15,2024-03-15T20:00:00+00:00,2024-03-18,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,103822.74150082453,1.0,strategy/cases/AMZN/2024-03-15/reports,strategy/cases/AMZN/2024-03-15/source_audit.json,e1e47617ea1a157f71a3d8e7de2eb0af653e66ee7d7fe6f49e3289661216d336,hit,0.010511290980502963,297282,74240,223042,38800,,336082
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-03-22,AMZN,2024-03-22,2024-03-22T20:00:00+00:00,2024-03-25,HOLD,cached,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,106471.58270364579,1.0,strategy/cases/AMZN/2024-03-22/reports,strategy/cases/AMZN/2024-03-22/source_audit.json,73b6b121422c565b1b7c3d1719228666a3794488102fc2becc0c172938d27b90,hit,0.009447374963201582,276614,61568,215046,38079,,314693
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-03-28,AMZN,2024-03-28,2024-03-28T20:00:00+00:00,2024-04-01,SELL,cached,ordered,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,107370.40943651472,1.0,strategy/cases/AMZN/2024-03-28/reports,strategy/cases/AMZN/2024-03-28/source_audit.json,bb64e47341ce56b8ee986c187db96ea10cb4e455b83b561922b6fcba151e3c12,hit,0.008613875019364059,272524,76928,195596,35283,,307807
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-04-05,AMZN,2024-04-05,2024-04-05T20:00:00+00:00,2024-04-08,BUY,success,ordered,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,107506.86568984017,0.0,strategy/cases/AMZN/2024-04-05/reports,strategy/cases/AMZN/2024-04-05/source_audit.json,64541e4e3f235f3ce76349ca8f1d2ea55640aa9ea3f806efac07823aacf23c4c,miss,321.7231055839802,292736,71680,221056,40261,,332997
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-04-12,AMZN,2024-04-12,2024-04-12T20:00:00+00:00,2024-04-15,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,106956.97610660628,1.0,strategy/cases/AMZN/2024-04-12/reports,strategy/cases/AMZN/2024-04-12/source_audit.json,f381a7fbdc1e2cd564ed965d4d240e38e85815645a6d321179e02746d48ec98d,miss,264.3086300420109,246547,64512,182035,32808,,279355
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-04-19,AMZN,2024-04-19,2024-04-19T20:00:00+00:00,2024-04-22,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,100348.66367526667,1.0,strategy/cases/AMZN/2024-04-19/reports,strategy/cases/AMZN/2024-04-19/source_audit.json,3bb7cfdf22fb0a066ee03a2fd06d754d91fdc61ff9fb95f89818943c3c4a639b,miss,316.83120137499645,280267,64000,216267,38200,,318467
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-04-26,AMZN,2024-04-26,2024-04-26T20:00:00+00:00,2024-04-29,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,103216.09100317302,1.0,strategy/cases/AMZN/2024-04-26/reports,strategy/cases/AMZN/2024-04-26/source_audit.json,f0475fff26fc121decc5a31b461113687807a6084a23b634012575aed8087645,miss,314.59907837503124,256903,70016,186887,32133,,289036
M0_original_prompt_2024H1,20260812T082530978211Z_2535896c,AMZN:2024-05-03,AMZN,2024-05-03,2024-05-03T20:00:00+00:00,2024-05-06,HOLD,success,noop,deepseek,deepseek-v4-flash,deepseek-v4-flash,disabled,0.0,medium,3,3,5b1b6e1c132c13f9830b377ba9d54bf0c792b087e9917af5f0ada9cc895d661e,107002.94801003842,1.0,strategy/cases/AMZN/2024-05-03/reports,strategy/cases/AMZN/2024-05-03/source_audit.json,9a73e42b1f913cac472fde37e622ce2eb44c50a629bad5ce2a4b0e519e337753,miss,280.09337337495526,269136,66176,202960,34803,,303939
